latitude,longitude,zipcode,severity
37.38850433,-121.8709137,95131,2
37.32145817,-121.91903,95126,3
37.37093975,-121.8632509,95133,2
37.36067026,-121.8633422,95133,3
37.32775115,-121.8092126,95148,2
37.34306863,-121.8336954,95122,2
37.30554409,-121.8272033,95121,3
37.31291525,-121.9044675,95126,2
37.32516992,-121.8193055,95122,1
37.28734556,-121.8173338,95111,2
37.28797547,-121.8186401,95111,2
37.29771373,-121.8376256,95111,1
37.30000338,-121.8371847,95111,2
37.34268416,-121.8810962,95112,2
37.2458802,-121.8261677,95123,2
37.35980515,-121.8837395,95112,3
37.28922215,-121.846907,95111,3
37.31271325,-121.8717753,95110,2
37.3139124,-121.8729806,95110,1
37.32791844,-121.9117167,95126,1
37.31057065,-121.7606254,95135,1
37.27097112,-121.820784,95111,1
37.31681448,-121.9662247,95117,3
37.32746748,-121.8956325,95126,3
37.30111771,-121.857671,95111,3
37.35411448,-121.889612,95112,3
37.35130314,-121.8135645,95127,1
37.35575859,-121.8922603,95112,3
37.37344512,-121.853223,95133,3
37.33283899,-121.8676618,95112,1
37.30127161,-121.8173718,95121,3
37.33111159,-121.8753233,95112,2
37.40089079,-121.8912024,95131,2
37.33640285,-121.833937,95122,1
37.32884926,-121.8309295,95122,1
37.34783377,-121.8906286,95112,3
37.32033374,-121.8729364,95112,3
37.3159274,-121.9182905,95128,1
37.26575677,-121.8642537,95136,1
37.34794198,-121.8589321,95116,2
37.27581948,-121.8027531,95111,3
37.41212767,-121.8785548,95132,1
37.30644822,-121.8480088,95111,2
37.35972973,-121.8900062,95112,3
37.22439779,-121.7774253,95139,2
37.31086171,-121.8034036,95121,3
37.3139124,-121.8729806,95110,1
37.27430127,-121.8448233,95136,1
37.37056172,-121.838571,95127,1
37.33785564,-121.8573139,95116,1
37.35173733,-121.8046966,95127,2
37.3114502,-121.8271488,95121,1
37.35643292,-121.8020669,95127,2
37.31648377,-121.8202813,95122,2
37.32364586,-121.8217702,95122,1
37.32263495,-121.9318931,95128,1
37.25565701,-121.8359265,95123,1
37.34682051,-121.8927615,95112,3
37.28536618,-121.8138808,95111,1
37.4043087,-121.8491803,95132,1
37.35147449,-121.8890682,95112,2
37.27686702,-121.879628,95118,2
37.31828927,-121.793876,95148,1
37.25593562,-121.8395339,95123,2
37.3169444,-121.8194771,95122,3
37.41366059,-121.8739486,95132,2
37.25897682,-121.8418739,95123,3
37.2829277,-121.819253,95111,1
37.31649582,-121.8797288,95110,2
37.3377919,-121.8609821,95116,2
37.33785564,-121.8573139,95116,2
37.30120459,-121.9565907,95117,1
37.23288847,-121.7942662,95119,2
37.31206774,-121.9114446,95126,2
37.36180136,-121.8826998,95112,3
37.20401963,-121.8591936,95120,2
37.30251691,-121.8013889,95121,2
37.3213856,-121.819344,95122,2
37.36433237,-121.8409961,95116,2
37.31481384,-121.8027951,95148,2
37.20242869,-121.7364039,95141,3
37.31771704,-121.8904097,95125,3
37.26512515,-121.803066,95111,1
37.3336129,-121.7733391,95148,2
37.24394622,-121.7816825,95138,3
37.25313973,-121.8405866,95123,3
37.40911145,-121.8835135,95132,2
37.34950379,-121.8600917,95116,1
37.29148105,-121.8184312,95121,1
37.26555575,-121.8625963,95136,3
37.30630253,-122.0239919,95129,1
37.36775415,-121.8464446,95116,2
37.25931261,-121.8019657,95111,2
37.20328769,-121.8463459,95120,1
37.351914,-121.831363,95116,3
37.31063484,-121.9759381,95117,3
37.30103746,-121.9702634,95117,2
37.30025339,-121.9702718,95130,1
37.34056159,-121.8112398,95148,2
37.33827514,-121.8455267,95122,1
37.34111619,-121.88851,95112,2
37.2398617,-121.8917322,95118,3
37.34401279,-121.8782923,95112,1
37.36030615,-121.8904452,95112,2
37.34327779,-121.8505139,95116,2
37.29963058,-121.82003,95121,2
37.29670422,-121.8166034,95121,2
37.26927717,-121.8597502,95136,1
37.33193944,-121.9021806,95113,2
37.33376932,-121.905899,95126,2
37.34064166,-121.9134011,95110,1
37.31495795,-121.8147564,95122,2
37.31685317,-121.9074917,95126,2
37.32319204,-121.8894521,95110,1
37.35938526,-121.8386862,95116,2
37.34119003,-121.8351644,95122,2
37.33849374,-121.8336804,95122,2
37.27883934,-121.8270022,95111,3
37.3700773,-121.8430134,95127,3
37.25788887,-121.8193901,95123,1
37.25638404,-121.8175895,95123,2
37.25643148,-121.8101634,95123,3
37.32212707,-121.8166053,95122,1
37.35197233,-121.8253432,95127,1
37.30184997,-121.9235839,95126,3
37.34053076,-121.8969219,95110,1
37.23120751,-121.8410244,95123,1
37.32868451,-121.87494,95112,2
37.40845601,-121.8833139,95132,2
37.21656093,-121.8801325,95120,1
37.33533895,-121.84115,95122,2
37.27251812,-121.9405799,95008,2
37.30073371,-121.8582851,95111,3
37.31746455,-121.8749903,95110,2
37.32329948,-121.8209676,95122,3
37.33352943,-121.8641471,95116,2
37.33223079,-121.86522,95112,2
37.33640285,-121.833937,95122,3
37.34384223,-121.9235536,95126,3
37.25008147,-121.9222045,95124,3
37.24875099,-121.9131041,95124,3
37.35425137,-121.7950431,95127,1
37.38898458,-121.8713664,95131,2
37.32812475,-121.8688754,95112,3
37.31262781,-121.8185172,95121,1
37.23618166,-121.8436178,95123,2
37.37238494,-121.8416754,95127,1
37.34466889,-121.8940497,95112,2
37.38309088,-121.8364894,95127,2
37.37010368,-121.8496783,95133,2
37.35197446,-121.888018,95112,3
37.33081883,-121.8318611,95122,2
37.3107046,-121.9174075,95126,1
37.29364434,-121.8449601,95111,1
37.37333671,-121.8730205,95133,1
37.29403088,-121.9717401,95130,1
37.31731989,-121.8549007,95112,3
37.35146432,-121.8197805,95127,2
37.34405643,-121.8385454,95116,1
37.25054443,-121.9313149,95124,1
37.35800025,-121.8089957,95127,2
37.26838269,-121.9146713,95124,2
37.33283899,-121.8676618,95112,3
37.32222196,-121.8203997,95122,3
37.42071872,-121.8601087,95132,2
37.24721564,-121.888028,95118,2
37.31827075,-121.7898509,95148,1
37.26514947,-121.8115493,95111,3
37.31794204,-121.8868883,95110,3
37.2636242,-121.8058364,95111,1
37.27245342,-121.8289977,95111,2
37.38615054,-121.8509896,95133,2
37.34465826,-121.826755,95122,3
37.31108256,-121.9029625,95125,1
37.32263495,-121.9318931,95128,2
37.35412927,-121.7995458,95156,2
37.25636871,-121.8194556,95123,1
37.20824501,-121.8735498,95120,2
37.34168012,-121.8831979,95112,1
37.26084893,-121.8073658,95111,1
37.32329948,-121.8209676,95122,1
37.34312723,-121.8842749,95112,1
37.31299008,-121.8177162,95121,1
37.32132789,-121.9820832,95129,1
37.31385899,-121.8836983,95110,1
37.3827446,-121.8958602,95131,2
37.34794198,-121.8589321,95116,2
37.27791855,-121.835128,95111,2
37.33352943,-121.8641471,95116,3
37.34489899,-121.8764261,95112,3
37.29092008,-121.8216558,95111,3
37.32575944,-121.8292428,95122,3
37.29077879,-121.9765978,95130,2
37.33008117,-121.8817558,95112,2
37.34291545,-121.924875,95126,2
37.42405448,-121.9747718,95002,1
37.42556645,-121.9662045,95002,3
37.39257587,-121.8636193,95132,2
37.2564555,-121.8060525,95123,3
37.29362692,-121.9825294,95130,2
37.25643148,-121.8101634,95123,3
37.28415396,-121.8414654,95111,1
37.28415396,-121.8414654,95111,1
37.31892278,-121.9137305,95126,2
37.32676774,-121.8863354,94941,3
37.32158098,-121.9171665,95126,2
37.32212707,-121.8166053,95122,2
37.29941637,-121.8124982,95121,2
37.25283237,-121.8588706,95123,1
37.3624859,-121.8651495,95133,2
37.25898653,-121.840271,95136,2
37.24825578,-121.7872835,95138,2
37.3635098,-121.8289791,95127,3
37.260264,-121.8101455,95111,1
37.2696753,-121.904394,95118,1
37.32203918,-121.8493935,95122,3
37.34991334,-121.9194591,95110,1
37.34879827,-121.8549221,95116,3
37.31659305,-121.8354547,95122,2
37.31667288,-121.9692734,95117,2
37.27883934,-121.8270022,95111,2
37.35234516,-121.8371377,95116,2
37.35610319,-121.8687808,95116,1
37.35666239,-121.8582446,95116,1
37.31827075,-121.7898509,95148,2
37.33696094,-121.857845,95116,3
37.27430127,-121.8448233,95136,1
37.26831965,-121.7963987,95111,1
37.28536618,-121.8138808,95111,3
37.32271948,-121.8719277,95112,3
37.33468875,-121.8519469,95122,3
37.22929392,-121.8703702,95120,2
37.27025322,-121.9208494,95124,3
37.30171807,-121.8835577,95125,2
37.25189181,-121.8106378,95123,2
37.29816797,-121.811196,95121,3
37.29835297,-121.8109203,95121,2
37.33193944,-121.9021806,95113,2
37.3134241,-121.7591813,95135,2
37.33376932,-121.905899,95126,2
37.32017049,-121.8975896,95125,1
37.34235641,-121.9109126,95110,2
37.32705552,-121.9433298,95128,2
37.3339041,-121.9372025,95128,2
37.33211514,-121.8732258,93635,2
37.33110309,-121.8710869,95112,2
37.32081175,-121.851439,95122,3
37.32957937,-121.88281,95112,3
37.29403088,-121.9717401,95130,2
37.35846714,-121.824532,95127,3
